,0,1,2,3,4
10153,012327,THZZQZYLBJSBYFWETFLJC,天弘中证全指医疗保健设备与服务ETF联接C,指数型-股票,TIANHONGZHONGZHENGQUANZHIYILIAOBAOJIANSHEBEIYUFUWUETFLIANJIEC
10154,012328,THZZXNYZSZQA,天弘中证新能源指数增强A,指数型-股票,TIANHONGZHONGZHENGXINNENGYUANZHISHUZENGQIANGA
10155,012329,THZZXNYZSZQC,天弘中证新能源指数增强C,指数型-股票,TIANHONGZHONGZHENGXINNENGYUANZHISHUZENGQIANGC
10156,012330,GFJY9GYCYQZQA,广发集优9个月持有期债券A,债券型-混合债,GUANGFAJIYOU9GEYUECHIYOUQIZHAIQUANA
10157,012331,GFJY9GYCYQZQC,广发集优9个月持有期债券C,债券型-混合债,GUANGFAJIYOU9GEYUECHIYOUQIZHAIQUANC
10158,012332,SYXSWJHB6GYCYQHHA,上银鑫尚稳健回报6个月持有期混合A,混合型-平衡,SHANGYINXINSHANGWENJIANHUIBAO6GEYUECHIYOUQIHUNHEA
10159,012333,SYXSWJHB6GYCYQHHC,上银鑫尚稳健回报6个月持有期混合C,混合型-平衡,SHANGYINXINSHANGWENJIANHUIBAO6GEYUECHIYOUQIHUNHEC
10160,012334,SYHS6GYCYQHHA,上银慧尚6个月持有期混合A,混合型-偏债,SHANGYINHUISHANG6GEYUECHIYOUQIHUNHEA
10161,012335,SYHS6GYCYQHHC,上银慧尚6个月持有期混合C,混合型-偏债,SHANGYINHUISHANG6GEYUECHIYOUQIHUNHEC
10162,012336,GYWJHB60TCYQDZA,工银稳健回报60天持有期短债A,债券型-中短债,GONGYINWENJIANHUIBAO60TIANCHIYOUQIDUANZHAIA
10163,012337,GYWJHB60TCYQDZC,工银稳健回报60天持有期短债C,债券型-中短债,GONGYINWENJIANHUIBAO60TIANCHIYOUQIDUANZHAIC
10164,012338,ZXJTSXZQA,中信建投双鑫债券A,债券型-混合债,ZHONGXINJIANTOUSHUANGXINZHAIQUANA
10165,012339,ZXJTSXZQC,中信建投双鑫债券C,债券型-混合债,ZHONGXINJIANTOUSHUANGXINZHAIQUANC
10166,012340,DCSPYLA,东财食品饮料A,指数型-股票,DONGCAISHIPINYINLIAOA
10167,012341,DCSPYLC,东财食品饮料C,指数型-股票,DONGCAISHIPINYINLIAOC
10168,012342,GFRZJXHHA,广发瑞泽精选混合A,混合型-偏股,GUANGFARUIZEJINGXUANHUNHEA
10169,012343,GFRZJXHHC,广发瑞泽精选混合C,混合型-偏股,GUANGFARUIZEJINGXUANHUNHEC
10170,012344,JSLXYSHHA,嘉实领先优势混合A,混合型-偏股,JIASHILINGXIANYOUSHIHUNHEA
10171,012345,JSLXYSHHC,嘉实领先优势混合C,混合型-偏股,JIASHILINGXIANYOUSHIHUNHEC
10172,012346,YFDGGTCZHHA,易方达港股通成长混合A,混合型-偏股,YIFANGDAGANGGUTONGCHENGZHANGHUNHEA
10173,012347,YFDGGTCZHHC,易方达港股通成长混合C,混合型-偏股,YIFANGDAGANGGUTONGCHENGZHANGHUNHEC
10174,012348,THHSKJZSQDIIA,天弘恒生科技指数(QDII)A,QDII,TIANHONGHENGSHENGKEJIZHISHUQDIIA
10175,012349,THHSKJZSQDIIC,天弘恒生科技指数(QDII)C,QDII,TIANHONGHENGSHENGKEJIZHISHUQDIIC
10176,012352,YDTHDLZQA,英大通惠多利债券A,债券型-长债,YINGDATONGHUIDUOLIZHAIQUANA
10177,012353,YDTHDLZQC,英大通惠多利债券C,债券型-长债,YINGDATONGHUIDUOLIZHAIQUANC
10178,012354,NFXNYCYQSHHA,南方新能源产业趋势混合A,混合型-偏股,NANFANGXINNENGYUANCHANYEQUSHIHUNHEA
10179,012355,NFXNYCYQSHHC,南方新能源产业趋势混合C,混合型-偏股,NANFANGXINNENGYUANCHANYEQUSHIHUNHEC
10180,012356,PYASJJX90TGDDZA,浦银安盛季季鑫90天滚动短债A,债券型-中短债,PUYINANSHENGJIJIXIN90TIANGUNDONGDUANZHAIA
10181,012357,PYASJJX90TGDDZC,浦银安盛季季鑫90天滚动短债C,债券型-中短债,PUYINANSHENGJIJIXIN90TIANGUNDONGDUANZHAIC
10182,012358,HFJXYLXFHHA,汇丰晋信医疗先锋混合A,混合型-偏股,HUIFENGJINXINYILIAOXIANFENGHUNHEA
10183,012359,HFJXYLXFHHC,汇丰晋信医疗先锋混合C,混合型-偏股,HUIFENGJINXINYILIAOXIANFENGHUNHEC
10184,012362,GTZZQZZQGSETFLJA,国泰中证全指证券公司ETF联接A,指数型-股票,GUOTAIZHONGZHENGQUANZHIZHENGQUANGONGSIETFLIANJIEA
10185,012363,GTZZQZZQGSETFLJC,国泰中证全指证券公司ETF联接C,指数型-股票,GUOTAIZHONGZHENGQUANZHIZHENGQUANGONGSIETFLIANJIEC
10186,012364,GFZZGFCYZSA,广发中证光伏产业指数A,指数型-股票,GUANGFAZHONGZHENGGUANGFUCHANYEZHISHUA
10187,012365,GFZZGFCYZSC,广发中证光伏产业指数C,指数型-股票,GUANGFAZHONGZHENGGUANGFUCHANYEZHISHUC
10188,012366,STMGARHBHHA,上投摩根安荣回报混合A,混合型-平衡,SHANGTOUMOGENANRONGHUIBAOHUNHEA
10189,012367,STMGARHBHHC,上投摩根安荣回报混合C,混合型-平衡,SHANGTOUMOGENANRONGHUIBAOHUNHEC
10190,012368,DMYXLGYCYQHHA,大摩优享六个月持有期混合A,混合型-偏股,DAMOYOUXIANGLIUGEYUECHIYOUQIHUNHEA
10191,012369,DMYXLGYCYQHHC,大摩优享六个月持有期混合C,混合型-偏股,DAMOYOUXIANGLIUGEYUECHIYOUQIHUNHEC
10192,012370,YHXLYNCYQHH,银华鑫利一年持有期混合,混合型-偏股,YINHUAXINLIYINIANCHIYOUQIHUNHE
10193,012371,DCHGSHLWA,东财沪港深互联网A,指数型-股票,DONGCAIHUGANGSHENHULIANWANGA
10194,012372,DCHGSHLWC,东财沪港深互联网C,指数型-股票,DONGCAIHUGANGSHENHULIANWANGC
10195,012373,FGWJHS12GYCYHHA,富国稳健恒盛12个月持有混合A,混合型-偏股,FUGUOWENJIANHENGSHENG12GEYUECHIYOUHUNHEA
10196,012374,FGWJHS12GYCYHHC,富国稳健恒盛12个月持有混合C,混合型-偏股,FUGUOWENJIANHENGSHENG12GEYUECHIYOUHUNHEC
10197,012376,XBLDXYZQD,西部利得祥逸债券D,债券型-长债,XIBULIDEXIANGYIZHAIQUAND
10198,012377,CSARYNCYHHA,长盛安睿一年持有混合A,混合型-偏债,CHANGSHENGANRUIYINIANCHIYOUHUNHEA
10199,012378,CSARYNCYHHC,长盛安睿一年持有混合C,混合型-偏债,CHANGSHENGANRUIYINIANCHIYOUHUNHEC
10200,012379,CJHXGGHLW3GYCYQHHQDIIA,创金合信港股互联网3个月持有期混合(QDII)A,QDII,CHUANGJINHEXINGANGGUHULIANWANG3GEYUECHIYOUQIHUNHEQDIIA
10201,012380,CJHXGGHLW3GYCYQHHQDIIC,创金合信港股互联网3个月持有期混合(QDII)C,QDII,CHUANGJINHEXINGANGGUHULIANWANG3GEYUECHIYOUQIHUNHEQDIIC
10202,012381,YDTYCZZQE,英大通盈纯债债券E,债券型-长债,YINGDATONGYINGCHUNZHAIZHAIQUANE
10203,012382,TDHLXXJQLTHHA,泰达宏利新兴景气龙头混合A,混合型-偏股,TAIDAHONGLIXINXINGJINGQILONGTOUHUNHEA
10204,012383,TDHLXXJQLTHHC,泰达宏利新兴景气龙头混合C,混合型-偏股,TAIDAHONGLIXINXINGJINGQILONGTOUHUNHEC
10205,012384,TDHLZDZZQA,泰达宏利中短债债券A,债券型-中短债,TAIDAHONGLIZHONGDUANZHAIZHAIQUANA
10206,012385,TDHLZDZZQC,泰达宏利中短债债券C,债券型-中短债,TAIDAHONGLIZHONGDUANZHAIZHAIQUANC
10207,012386,YHYNWJYLYNCYHHFOF,银河颐年稳健养老一年持有混合(FOF),FOF,YINHEYINIANWENJIANYANGLAOYINIANCHIYOUHUNHEFOF
10208,012387,GJESGCXZZHHA,国金ESG持续增长混合A,混合型-偏股,GUOJINESGCHIXUZENGZHANGHUNHEA
10209,012388,GJESGCXZZHHC,国金ESG持续增长混合C,混合型-偏股,GUOJINESGCHIXUZENGZHANGHUNHEC
10210,012389,XAPZHB6GYCYHH,信澳品质回报6个月持有混合,混合型-偏股,XINAOPINZHIHUIBAO6GEYUECHIYOUHUNHE
10211,012390,ZOCYQZHHA,中欧产业前瞻混合A,混合型-偏股,ZHONGOUCHANYEQIANZHANHUNHEA
10212,012391,ZOCYQZHHC,中欧产业前瞻混合C,混合型-偏股,ZHONGOUCHANYEQIANZHANHUNHEC
10213,012392,XYWA60TGDCYZQA,兴银稳安60天滚动持有债券A,债券型-长债,XINGYINWENAN60TIANGUNDONGCHIYOUZHAIQUANA
10214,012393,XYWA60TGDCYZQC,兴银稳安60天滚动持有债券C,债券型-长债,XINGYINWENAN60TIANGUNDONGCHIYOUZHAIQUANC
10215,012394,NYZZXHSMZPPZS,农银中证新华社民族品牌指数,指数型-股票,NONGYINZHONGZHENGXINHUASHEMINZUPINPAIZHISHU
10216,012395,XY60TGDCYDZZQA,兴业60天滚动持有短债债券A,债券型-中短债,XINGYE60TIANGUNDONGCHIYOUDUANZHAIZHAIQUANA
10217,012396,XY60TGDCYDZZQC,兴业60天滚动持有短债债券C,债券型-中短债,XINGYE60TIANGUNDONGCHIYOUDUANZHAIZHAIQUANC
10218,012397,NFJY6GYCYZQA,南方佳元6个月持有债券A,债券型-混合债,NANFANGJIAYUAN6GEYUECHIYOUZHAIQUANA
10219,012398,NFJY6GYCYZQC,南方佳元6个月持有债券C,债券型-混合债,NANFANGJIAYUAN6GEYUECHIYOUZHAIQUANC
10220,012399,NFYYYNCYZQA,南方永元一年持有债券A,债券型-混合债,NANFANGYONGYUANYINIANCHIYOUZHAIQUANA
10221,012400,NFYYYNCYZQC,南方永元一年持有债券C,债券型-混合债,NANFANGYONGYUANYINIANCHIYOUZHAIQUANC
10222,012401,THZZYYZSZQA,天弘中证医药指数增强A,指数型-股票,TIANHONGZHONGZHENGYIYAOZHISHUZENGQIANGA
10223,012402,THZZYYZSZQC,天弘中证医药指数增强C,指数型-股票,TIANHONGZHONGZHENGYIYAOZHISHUZENGQIANGC
10224,012403,DFZZ15NZCXJRZA,东方中债1-5年政策性金融债A,债券型-长债,DONGFANGZHONGZHAI15NIANZHENGCEXINGJINRONGZHAIA
10225,012404,DFZZ15NZCXJRZC,东方中债1-5年政策性金融债C,债券型-长债,DONGFANGZHONGZHAI15NIANZHENGCEXINGJINRONGZHAIC
10226,012405,THGZJZCLZSFQSA,天弘国证建筑材料指数发起式A,指数型-股票,TIANHONGGUOZHENGJIANZHUCAILIAOZHISHUFAQISHIA
10227,012406,YYCYJZHHA,永赢长远价值混合A,混合型-偏股,YONGYINGCHANGYUANJIAZHIHUNHEA
10228,012407,YYCYJZHHC,永赢长远价值混合C,混合型-偏股,YONGYINGCHANGYUANJIAZHIHUNHEC
10229,012408,GFHCYNCYHHA,广发恒昌一年持有混合A,混合型-偏债,GUANGFAHENGCHANGYINIANCHIYOUHUNHEA
10230,012409,GFHCYNCYHHC,广发恒昌一年持有混合C,混合型-偏债,GUANGFAHENGCHANGYINIANCHIYOUHUNHEC
10231,012410,HFTCZLHHHA,海富通成长领航混合A,混合型-偏股,HAIFUTONGCHENGZHANGLINGHANGHUNHEA
10232,012411,HFTCZLHHHC,海富通成长领航混合C,混合型-偏股,HAIFUTONGCHENGZHANGLINGHANGHUNHEC
10233,012412,HQCLYXHHA,汇泉策略优选混合A,混合型-偏股,HUIQUANCELUEYOUXUANHUNHEA
10234,012413,JXRYCZC,建信睿怡纯债C,债券型-长债,JIANXINRUIYICHUNZHAIC
10235,012414,ZSZZBJZSLOFC,招商中证白酒指数(LOF)C,指数型-股票,ZHAOSHANGZHONGZHENGBAIJIUZHISHULOFC
10236,012415,DBSZG60ZZZQA,德邦上证G60综指增强A,指数型-股票,DEBANGSHANGZHENGG60ZONGZHIZENGQIANGA
10237,012416,DBSZG60ZZZQC,德邦上证G60综指增强C,指数型-股票,DEBANGSHANGZHENGG60ZONGZHIZENGQIANGC
10238,012417,ZSGZSWYYZSLOFC,招商国证生物医药指数(LOF)C,指数型-股票,ZHAOSHANGGUOZHENGSHENGWUYIYAOZHISHULOFC
10239,012418,PAHJ1NDKZFQS,平安合进1年定开债发起式,债券型-长债,PINGANHEJIN1NIANDINGKAIZHAIFAQISHI
10240,012419,THGZJZCLZSFQSC,天弘国证建筑材料指数发起式C,指数型-股票,TIANHONGGUOZHENGJIANZHUCAILIAOZHISHUFAQISHIC
10241,012420,GFJZLXHHC,广发价值领先混合C,混合型-偏股,GUANGFAJIAZHILINGXIANHUNHEC
10242,012421,HXYJSHHHA,华夏优加生活混合A,混合型-偏股,HUAXIAYOUJIASHENGHUOHUNHEA
10243,012422,HXYJSHHHC,华夏优加生活混合C,混合型-偏股,HUAXIAYOUJIASHENGHUOHUNHEC
10244,012423,SXZQCDZE,山西证券超短债E,债券型-中短债,SHANXIZHENGQUANCHAODUANZHAIE
10245,012424,HTFXHDKZA,汇添富鑫弘定开债A,债券型-长债,HUITIANFUXINHONGDINGKAIZHAIA
10246,012425,HTFXHDKZC,汇添富鑫弘定开债C,债券型-长债,HUITIANFUXINHONGDINGKAIZHAIC
10247,012426,NFJZZXHHA,南方价值臻选混合A,混合型-偏股,NANFANGJIAZHIZHENXUANHUNHEA
10248,012427,NFJZZXHHC,南方价值臻选混合C,混合型-偏股,NANFANGJIAZHIZHENXUANHUNHEC
10249,012428,HXHXZZHHA,华夏核心制造混合A,混合型-偏股,HUAXIAHEXINZHIZAOHUNHEA
10250,012429,HXHXZZHHC,华夏核心制造混合C,混合型-偏股,HUAXIAHEXINZHIZAOHUNHEC
10251,012430,NYRK6GYCYHH,农银瑞康6个月持有混合,混合型-偏债,NONGYINRUIKANG6GEYUECHIYOUHUNHE
10252,012431,GTRYATHHA,国投瑞银安泰混合A,混合型-偏债,GUOTOURUIYINANTAIHUNHEA
10253,012432,GTRYATHHC,国投瑞银安泰混合C,混合型-偏债,GUOTOURUIYINANTAIHUNHEC
10254,012433,HATHYNZQA,华安添和一年债券A,债券型-混合债,HUAANTIANHEYINIANZHAIQUANA
10255,012434,YHDYHBYNCYQHH,银华多元回报一年持有期混合,混合型-偏股,YINHUADUOYUANHUIBAOYINIANCHIYOUQIHUNHE
10256,012435,WJZRHBYNCYHHA,万家招瑞回报一年持有混合A,混合型-偏债,WANJIAZHAORUIHUIBAOYINIANCHIYOUHUNHEA
10257,012436,WJZRHBYNCYHHC,万家招瑞回报一年持有混合C,混合型-偏债,WANJIAZHAORUIHUIBAOYINIANCHIYOUHUNHEC
10258,012437,DBJZYXHHA,德邦价值优选混合A,混合型-偏股,DEBANGJIAZHIYOUXUANHUNHEA
10259,012438,DBJZYXHHC,德邦价值优选混合C,混合型-偏股,DEBANGJIAZHIYOUXUANHUNHEC
10260,012439,DFHRHSNDKHHC,东方红睿和三年定开混合C,混合型-偏股,DONGFANGHONGRUIHESANNIANDINGKAIHUNHEC
10261,012440,PAHX3GYDKZA,平安惠信3个月定开债A,债券型-长债,PINGANHUIXIN3GEYUEDINGKAIZHAIA
10262,012441,PAHX3GYDKZC,平安惠信3个月定开债C,债券型-长债,PINGANHUIXIN3GEYUEDINGKAIZHAIC
10263,012442,YYWJZZYNCYHHE,永赢稳健增长一年持有混合E,混合型-偏债,YONGYINGWENJIANZENGZHANGYINIANCHIYOUHUNHEE
10264,012443,ZSRH6GYCYHHA,招商瑞鸿6个月持有混合A,混合型-偏债,ZHAOSHANGRUIHONG6GEYUECHIYOUHUNHEA
10265,012444,ZSRH6GYCYHHC,招商瑞鸿6个月持有混合C,混合型-偏债,ZHAOSHANGRUIHONG6GEYUECHIYOUHUNHEC
10266,012445,HFXNYGPXFQS,华富新能源股票型发起式,股票型,HUAFUXINNENGYUANGUPIAOXINGFAQISHI
10267,012446,HATHYNZQC,华安添和一年债券C,债券型-混合债,HUAANTIANHEYINIANZHAIQUANC
10268,012447,HXHLWLTHHA,华夏互联网龙头混合A,混合型-偏股,HUAXIAHULIANWANGLONGTOUHUNHEA
10269,012448,HXHLWLTHHC,华夏互联网龙头混合C,混合型-偏股,HUAXIAHULIANWANGLONGTOUHUNHEC
10270,012449,GFRYLXHHC,广发睿毅领先混合C,混合型-偏股,GUANGFARUIYILINGXIANHUNHEC
10271,012450,CXYNYLSNCYHHFOF,长信颐年养老三年持有混合(FOF),FOF,CHANGXINYINIANYANGLAOSANNIANCHIYOUHUNHEFOF
10272,012451,GSABAHJRZZQ,国寿安保安恒金融债债券,债券型-长债,GUOSHOUANBAOANHENGJINRONGZHAIZHAIQUAN
10273,012452,GTLY30TGDCYDZA,国泰利优30天滚动持有短债A,债券型-中短债,GUOTAILIYOU30TIANGUNDONGCHIYOUDUANZHAIA
10274,012453,GTLY30TGDCYDZC,国泰利优30天滚动持有短债C,债券型-中短债,GUOTAILIYOU30TIANGUNDONGCHIYOUDUANZHAIC
10275,012454,CHXYSYMSYXHHA,淳厚鑫悦商业模式优选混合A,混合型-偏股,CHUNHOUXINYUESHANGYEMOSHIYOUXUANHUNHEA
10276,012455,CHXYSYMSYXHHC,淳厚鑫悦商业模式优选混合C,混合型-偏股,CHUNHOUXINYUESHANGYEMOSHIYOUXUANHUNHEC
10277,012456,PYSZJJXFHHA,鹏扬数字经济先锋混合A,混合型-偏股,PENGYANGSHUZIJINGJIXIANFENGHUNHEA
10278,012457,PYSZJJXFHHC,鹏扬数字经济先锋混合C,混合型-偏股,PENGYANGSHUZIJINGJIXIANFENGHUNHEC
10279,012458,TKFAYLYNCYHHFOF,泰康福安养老一年持有混合(FOF),FOF,TAIKANGFUANYANGLAOYINIANCHIYOUHUNHEFOF
10280,012459,HTFWJRXYNCYHHA,汇添富稳健睿享一年持有混合A,混合型-偏债,HUITIANFUWENJIANRUIXIANGYINIANCHIYOUHUNHEA
10281,012460,HTFWJRXYNCYHHC,汇添富稳健睿享一年持有混合C,混合型-偏债,HUITIANFUWENJIANRUIXIANGYINIANCHIYOUHUNHEC
10282,012461,DCJDA,东财家电A,指数型-股票,DONGCAIJIADIANA
10283,012462,DCJDC,东财家电C,指数型-股票,DONGCAIJIADIANC
10284,012463,BSCZYSHHA,博时成长优势混合A,混合型-偏股,BOSHICHENGZHANGYOUSHIHUNHEA
10285,012464,BSCZYSHHC,博时成长优势混合C,混合型-偏股,BOSHICHENGZHANGYOUSHIHUNHEC
10286,012465,SYHJLZQ,上银慧嘉利债券,债券型-长债,SHANGYINHUIJIALIZHAIQUAN
10287,012466,JSCLJXHHA,嘉实策略精选混合A,混合型-偏股,JIASHICELUEJINGXUANHUNHEA
10288,012467,JSCLJXHHC,嘉实策略精选混合C,混合型-偏股,JIASHICELUEJINGXUANHUNHEC
10289,012468,ZYZQAHZQA,中银证券安灏债券A,债券型-长债,ZHONGYINZHENGQUANANHAOZHAIQUANA
10290,012469,ZYZQAHZQC,中银证券安灏债券C,债券型-长债,ZHONGYINZHENGQUANANHAOZHAIQUANC
10291,012470,PACFBHBC,平安财富宝货币C,货币型,PINGANCAIFUBAOHUOBIC
10292,012471,ZJYYYNCYHHA,中加邮益一年持有混合A,混合型-偏债,ZHONGJIAYOUYIYINIANCHIYOUHUNHEA
10293,012472,ZJYYYNCYHHC,中加邮益一年持有混合C,混合型-偏债,ZHONGJIAYOUYIYINIANCHIYOUHUNHEC
10294,012473,DCCZHBLGYCYHHA,大成成长回报六个月持有混合A,混合型-偏股,DACHENGCHENGZHANGHUIBAOLIUGEYUECHIYOUHUNHEA
10295,012474,DCCZHBLGYCYHHC,大成成长回报六个月持有混合C,混合型-偏股,DACHENGCHENGZHANGHUIBAOLIUGEYUECHIYOUHUNHEC
10296,012475,PAYZQYHHA,平安优质企业混合A,混合型-偏股,PINGANYOUZHIQIYEHUNHEA
10297,012476,PAYZQYHHC,平安优质企业混合C,混合型-偏股,PINGANYOUZHIQIYEHUNHEC
10298,012477,FGJXJX12GYCYHHA,富国匠心精选12个月持有混合A,混合型-偏股,FUGUOJIANGXINJINGXUAN12GEYUECHIYOUHUNHEA
10299,012478,FGJXJX12GYCYHHC,富国匠心精选12个月持有混合C,混合型-偏股,FUGUOJIANGXINJINGXUAN12GEYUECHIYOUHUNHEC
10300,012479,HAXTWJYNCYQHHA,汇安信泰稳健一年持有期混合A,混合型-偏债,HUIANXINTAIWENJIANYINIANCHIYOUQIHUNHEA
10301,012480,HAXTWJYNCYQHHC,汇安信泰稳健一年持有期混合C,混合型-偏债,HUIANXINTAIWENJIANYINIANCHIYOUQIHUNHEC
10302,012483,QHKYYZLT6GYCYHHA,前海开源优质龙头6个月持有混合A,混合型-偏股,QIANHAIKAIYUANYOUZHILONGTOU6GEYUECHIYOUHUNHEA
10303,012484,QHKYYZLT6GYCYHHC,前海开源优质龙头6个月持有混合C,混合型-偏股,QIANHAIKAIYUANYOUZHILONGTOU6GEYUECHIYOUHUNHEC
10304,012485,JXHYYNCYHHA,建信汇益一年持有混合A,混合型-偏债,JIANXINHUIYIYINIANCHIYOUHUNHEA
10305,012486,JXHYYNCYHHC,建信汇益一年持有混合C,混合型-偏债,JIANXINHUIYIYINIANCHIYOUHUNHEC
10306,012487,BSHXYNCYQHHA,博时恒玺一年持有期混合A,混合型-偏债,BOSHIHENGXIYINIANCHIYOUQIHUNHEA
10307,012488,BSHXYNCYQHHC,博时恒玺一年持有期混合C,混合型-偏债,BOSHIHENGXIYINIANCHIYOUQIHUNHEC
10308,012489,ZSZSCZD,招商招顺纯债D,债券型-长债,ZHAOSHANGZHAOSHUNCHUNZHAID
10309,012490,ZSZYCZD,招商招怡纯债D,债券型-长债,ZHAOSHANGZHAOYICHUNZHAID
10310,012491,HSHXYLHHA,华商核心引力混合A,混合型-偏股,HUASHANGHEXINYINLIHUNHEA
10311,012492,HSHXYLHHC,华商核心引力混合C,混合型-偏股,HUASHANGHEXINYINLIHUNHEC
10312,012493,CXNXJHHHA,长信内需均衡混合A,混合型-偏股,CHANGXINNEIXUJUNHENGHUNHEA
10313,012494,CXNXJHHHC,长信内需均衡混合C,混合型-偏股,CHANGXINNEIXUJUNHENGHUNHEC
10314,012495,MSJYSHDLHH,民生加银双核动力混合,混合型-偏股,MINSHENGJIAYINSHUANGHEDONGLIHUNHE
10315,012496,TTHYYXGPA,同泰行业优选股票A,股票型,TONGTAIHANGYEYOUXUANGUPIAOA
10316,012497,TTHYYXGPC,同泰行业优选股票C,股票型,TONGTAIHANGYEYOUXUANGUPIAOC
10317,012498,HTFZZ500JBMZQZSA,汇添富中证500基本面增强指数A,指数型-股票,HUITIANFUZHONGZHENG500JIBENMIANZENGQIANGZHISHUA
10318,012499,HTFZZ500JBMZQZSC,汇添富中证500基本面增强指数C,指数型-股票,HUITIANFUZHONGZHENG500JIBENMIANZENGQIANGZHISHUC
10319,012500,BSHRHBHHA,博时汇荣回报混合A,混合型-灵活,BOSHIHUIRONGHUIBAOHUNHEA
10320,012501,BSHRHBHHC,博时汇荣回报混合C,混合型-灵活,BOSHIHUIRONGHUIBAOHUNHEC
10321,012502,YHASHH,银华安盛混合,混合型-偏股,YINHUAANSHENGHUNHE
10322,012503,GTZZHBCY50ETFLJA,国泰中证环保产业50ETF联接A,指数型-股票,GUOTAIZHONGZHENGHUANBAOCHANYE50ETFLIANJIEA
10323,012504,GTZZHBCY50ETFLJC,国泰中证环保产业50ETF联接C,指数型-股票,GUOTAIZHONGZHENGHUANBAOCHANYE50ETFLIANJIEC
10324,012505,HAMXWJYLMBYNCYHHFQSFOF,华安民享稳健养老目标一年持有混合发起式(FOF),FOF,HUAANMINXIANGWENJIANYANGLAOMUBIAOYINIANCHIYOUHUNHEFAQISHIFOF
10325,012506,DFPZXFYNCYQHHA,东方品质消费一年持有期混合A,混合型-偏股,DONGFANGPINZHIXIAOFEIYINIANCHIYOUQIHUNHEA
10326,012507,DFPZXFYNCYQHHC,东方品质消费一年持有期混合C,混合型-偏股,DONGFANGPINZHIXIAOFEIYINIANCHIYOUQIHUNHEC
10327,012508,JSAKWJYLMBYNCYQHHFOF,嘉实安康稳健养老目标一年持有期混合(FOF),FOF,JIASHIANKANGWENJIANYANGLAOMUBIAOYINIANCHIYOUQIHUNHEFOF
10328,012509,XZQQAYWJYLYNCYHHFOF,兴证全球安悦稳健养老一年持有混合(FOF),FOF,XINGZHENGQUANQIUANYUEWENJIANYANGLAOYINIANCHIYOUHUNHEFOF
10329,012510,GFYZQYYNCYQHHA,国富优质企业一年持有期混合A,混合型-偏股,GUOFUYOUZHIQIYEYINIANCHIYOUQIHUNHEA
10330,012511,GFYZQYYNCYQHHC,国富优质企业一年持有期混合C,混合型-偏股,GUOFUYOUZHIQIYEYINIANCHIYOUQIHUNHEC
10331,012512,JSYL2045WNCYQHHFOF,嘉实养老2045五年持有期混合(FOF),FOF,JIASHIYANGLAO2045WUNIANCHIYOUQIHUNHEFOF
10332,012513,TKFZYLWNCYHHFOF,泰康福泽养老五年持有混合(FOF),FOF,TAIKANGFUZEYANGLAOWUNIANCHIYOUHUNHEFOF
10333,012515,NFFRWJYLFOF,南方富瑞稳健养老(FOF),FOF,NANFANGFURUIWENJIANYANGLAOFOF
10334,012516,GTZZXFJXSBCYZTETFLJA,国泰中证细分机械设备产业主题ETF联接A,指数型-股票,GUOTAIZHONGZHENGXIFENJIXIESHEBEICHANYEZHUTIETFLIANJIEA
10335,012517,GTZZXFJXSBCYZTETFLJC,国泰中证细分机械设备产业主题ETF联接C,指数型-股票,GUOTAIZHONGZHENGXIFENJIXIESHEBEICHANYEZHUTIETFLIANJIEC
10336,012518,JSCCYXYL2040SNCYHHFOF,景顺长城颐心养老2040三年持有混合(FOF),FOF,JINGSHUNCHANGCHENGYIXINYANGLAO2040SANNIANCHIYOUHUNHEFOF
10337,012519,DCHXQSHHA,大成核心趋势混合A,混合型-偏股,DACHENGHEXINQUSHIHUNHEA
10338,012520,DCHXQSHHC,大成核心趋势混合C,混合型-偏股,DACHENGHEXINQUSHIHUNHEC
10339,012521,YDWGZQHXYNCYHHA,英大稳固增强核心一年持有混合A,混合型-偏债,YINGDAWENGUZENGQIANGHEXINYINIANCHIYOUHUNHEA
10340,012522,YDWGZQHXYNCYHHC,英大稳固增强核心一年持有混合C,混合型-偏债,YINGDAWENGUZENGQIANGHEXINYINIANCHIYOUHUNHEC
10341,012523,ZRGZLCZHHA,中融高质量成长混合A,混合型-偏股,ZHONGRONGGAOZHILIANGCHENGZHANGHUNHEA
10342,012524,ZRGZLCZHHC,中融高质量成长混合C,混合型-偏股,ZHONGRONGGAOZHILIANGCHENGZHANGHUNHEC
10343,012525,RTWXZY6GYCYQHHC,融通稳信增益6个月持有期混合C,混合型-偏债,RONGTONGWENXINZENGYI6GEYUECHIYOUQIHUNHEC
10344,012526,GFSJHHA,广发盛锦混合A,混合型-偏股,GUANGFASHENGJINHUNHEA
10345,012527,GFSJHHC,广发盛锦混合C,混合型-偏股,GUANGFASHENGJINHUNHEC
10346,012528,GFXRYNCYQHHA,广发鑫睿一年持有期混合A,混合型-偏股,GUANGFAXINRUIYINIANCHIYOUQIHUNHEA
10347,012529,GFXRYNCYQHHC,广发鑫睿一年持有期混合C,混合型-偏股,GUANGFAXINRUIYINIANCHIYOUQIHUNHEC
10348,012530,YYHTYYNCYHH,永赢惠添盈一年持有混合,混合型-偏股,YONGYINGHUITIANYINGYINIANCHIYOUHUNHE
10349,012533,JSJZQDYNCYQHHA,嘉实价值驱动一年持有期混合A,混合型-偏股,JIASHIJIAZHIQUDONGYINIANCHIYOUQIHUNHEA
